x,y,xVel,yVel
0.273036,0.187311,0.007517,-1.276474
0.279433,0.198569,0.080138,-1.205428
0.272811,0.200738,0.111012,-1.248309
0.277160,0.213540,0.187520,-1.184805
0.276205,0.222467,0.245925,-1.165172
0.273174,0.231756,0.309531,-1.153194
0.270713,0.240237,0.363891,-1.136923
0.289151,0.000077,-1.294079,-0.000957
0.288038,0.015834,-1.291663,-0.197578
0.285950,0.027942,-1.282745,-0.351763
0.287464,0.035338,-1.234934,-0.433094
0.285019,0.047197,-1.201270,-0.579321
0.280814,0.054468,-1.200280,-0.685370
0.283160,0.064619,-1.102145,-0.771419
0.280472,0.077528,-1.019986,-0.909820
0.285276,0.086861,-0.900554,-0.940033
0.283470,0.097662,-0.814553,-1.027787
0.285444,0.106592,-0.720227,-1.058997
0.280547,0.111143,-0.700350,-1.128131
0.284875,0.127795,-0.523140,-1.149239
0.284473,0.139457,-0.415306,-1.181317
0.282669,0.149471,-0.325927,-1.212510
0.287117,0.153851,-0.282956,-1.177059
0.281041,0.163419,-0.202011,-1.233465
0.289825,0.178640,-0.081520,-1.156082
0.288712,0.183821,-0.041773,-1.160204
0.281003,0.194151,0.045138,-1.202671
0.283973,0.208412,0.137493,-1.153306
0.284893,0.214169,0.171915,-1.134311
0.281542,0.223296,0.235466,-1.131126
0.287646,0.237892,0.297970,-1.057430
0.287282,0.242824,0.323427,-1.045305
0.293985,0.001865,-1.235361,-0.022016
0.297030,0.018672,-1.180140,-0.212068
0.292980,0.022138,-1.217840,-0.261091
0.294275,0.030263,-1.178143,-0.348850
0.297888,0.040773,-1.098266,-0.445879
0.293303,0.051086,-1.092649,-0.572150
0.293790,0.068043,-0.981456,-0.725114
0.295035,0.073462,-0.933178,-0.760877
0.294104,0.083842,-0.862739,-0.845693
0.299512,0.097642,-0.721056,-0.890810
0.293957,0.106852,-0.675401,-0.984604
0.294027,0.117940,-0.580300,-1.032839
0.290139,0.120998,-0.568142,-1.078466
0.291433,0.133883,-0.450050,-1.106396
0.296929,0.141457,-0.373641,-1.076786
0.290995,0.158895,-0.237735,-1.147939
0.298459,0.166928,-0.171407,-1.092924
0.298319,0.176999,-0.097461,-1.094146
0.299442,0.185587,-0.037788,-1.082387
0.295069,0.195798,0.035203,-1.102148
0.297517,0.204002,0.084581,-1.075205
0.297294,0.210421,0.124066,-1.066379
0.298978,0.222208,0.188310,-1.035061
0.299575,0.233890,0.248096,-1.007406
0.290853,0.247739,0.336527,-1.014520
0.306698,0.006132,-1.092758,-0.063716
0.303637,0.018438,-1.109086,-0.196145
0.300220,0.029563,-1.116584,-0.321487
0.309288,0.031478,-1.020171,-0.312668
0.303028,0.042848,-1.038723,-0.444028
0.308647,0.058710,-0.913476,-0.557926
0.302144,0.068363,-0.910830,-0.672878
0.305290,0.074933,-0.845451,-0.702825
0.306376,0.089696,-0.739470,-0.793784
0.302826,0.098426,-0.696712,-0.869806
0.301709,0.108237,-0.627010,-0.928062
0.300475,0.117989,-0.554845,-0.979444
0.303169,0.120091,-0.528007,-0.965999
0.302815,0.136599,-0.399589,-1.018953
0.300144,0.144686,-0.341571,-1.056988
0.309598,0.156558,-0.238677,-1.003742
0.307366,0.161890,-0.203081,-1.024970
0.305218,0.170117,-0.146151,-1.044869
0.303707,0.182712,-0.059421,-1.054909
0.303865,0.190145,-0.010426,-1.049915
0.309996,0.208220,0.093192,-0.995735
0.301776,0.213305,0.133502,-1.035404
0.309180,0.229015,0.204704,-0.969254
0.304190,0.235297,0.245119,-0.981677
0.303509,0.247396,0.302749,-0.958238
0.311400,0.000531,-1.046853,-0.005280
0.310015,0.019744,-1.041861,-0.197196
0.317623,0.023567,-0.962517,-0.218234
0.314499,0.033723,-0.965208,-0.317881
0.314897,0.044587,-0.924681,-0.411704
0.312868,0.053901,-0.902425,-0.498001
0.311214,0.064653,-0.861799,-0.591329
0.314903,0.077108,-0.765633,-0.659347
0.318755,0.080080,-0.723777,-0.656318
0.315887,0.096357,-0.641133,-0.767596
0.310438,0.104809,-0.611282,-0.846903
0.316138,0.111354,-0.540459,-0.836782
0.317571,0.121715,-0.464637,-0.866753
0.310196,0.137347,-0.376090,-0.965017
0.317661,0.144189,-0.311426,-0.927777
0.313419,0.159700,-0.212524,-0.980757
0.311150,0.167731,-0.159885,-1.002872
0.317428,0.179572,-0.080935,-0.966626
0.312816,0.186278,-0.039153,-0.994923
0.315808,0.193481,0.003335,-0.974243
0.312458,0.205885,0.077349,-0.984384
0.316262,0.216312,0.129551,-0.952187
0.318046,0.221882,0.155624,-0.936104
0.314077,0.235725,0.228284,-0.933973
0.318732,0.244411,0.258782,-0.897953
0.321128,0.000165,-0.954568,-0.001491
0.326730,0.010115,-0.901089,-0.086831
0.324230,0.029981,-0.890788,-0.259423
0.329577,0.038544,-0.825550,-0.314342
0.320322,0.049340,-0.861827,-0.429722
0.329073,0.055234,-0.773396,-0.439862
0.323675,0.068667,-0.752092,-0.556296
0.328544,0.072229,-0.703350,-0.555977
0.326829,0.082088,-0.664169,-0.624172
0.328081,0.093476,-0.595386,-0.679333
0.328503,0.101624,-0.546986,-0.716335
0.321814,0.111824,-0.513875,-0.801364
0.328068,0.125108,-0.407775,-0.810176
0.321223,0.139049,-0.337889,-0.892669
0.329203,0.149435,-0.255482,-0.863871
0.322318,0.157475,-0.216382,-0.919486
0.326056,0.166263,-0.157615,-0.906325
0.324497,0.177545,-0.091161,-0.923287
0.328521,0.189069,-0.024509,-0.902721
0.323492,0.199681,0.034798,-0.927828
0.323771,0.202468,0.049698,-0.924861
0.328432,0.217594,0.123186,-0.889912
0.326530,0.229663,0.181804,-0.885804
0.326790,0.234713,0.204063,-0.878074
0.320717,0.240284,0.237564,-0.896396
0.339296,0.001067,-0.802930,-0.008194
0.331729,0.018775,-0.850062,-0.153312
0.337277,0.023279,-0.799915,-0.180299
0.330807,0.037441,-0.819124,-0.302475
0.334775,0.044364,-0.769896,-0.342590
0.334466,0.056383,-0.731763,-0.427439
0.336572,0.065908,-0.681054,-0.480993
0.332603,0.078307,-0.649776,-0.573166
0.332663,0.088914,-0.596376,-0.631167
0.336941,0.097997,-0.528179,-0.653345
0.338317,0.100716,-0.507827,-0.658408
0.339886,0.118426,-0.407175,-0.719526
0.333956,0.129416,-0.364001,-0.787975
0.339035,0.135227,-0.316806,-0.774850
0.339650,0.149127,-0.237748,-0.802540
0.332691,0.152528,-0.230840,-0.848475
0.330685,0.168897,-0.137747,-0.881380
0.332123,0.179002,-0.079369,-0.880196
0.330619,0.184111,-0.051583,-0.890445
0.336856,0.199528,0.029740,-0.858180
0.338470,0.205296,0.057676,-0.848861
0.337287,0.216665,0.111918,-0.848876
0.339157,0.225891,0.151843,-0.833529
0.332249,0.237483,0.208868,-0.850923
0.334651,0.248196,0.249173,-0.826887
0.346813,0.000059,-0.747098,-0.000422
0.343846,0.011990,-0.764092,-0.088266
0.341946,0.029386,-0.754774,-0.217272
0.343273,0.034958,-0.734021,-0.253969
0.345528,0.044323,-0.696030,-0.311978
0.342012,0.053711,-0.691245,-0.383614
0.341141,0.061911,-0.668241,-0.438469
0.346006,0.073598,-0.594916,-0.487863
0.341811,0.082787,-0.578325,-0.554897
0.347954,0.099287,-0.473136,-0.604588
0.342319,0.109476,-0.445779,-0.673854
0.340221,0.114201,-0.428792,-0.702705
0.343540,0.125608,-0.356697,-0.723140
0.340433,0.134204,-0.318854,-0.764404
0.344237,0.146103,-0.245166,-0.771513
0.349547,0.153570,-0.196060,-0.757908
0.347260,0.168638,-0.122375,-0.791030
0.343194,0.172511,-0.106530,-0.815918
0.349966,0.183885,-0.044463,-0.790373
0.340455,0.193463,-0.000680,-0.840394
0.343484,0.207181,0.065146,-0.824587
0.349067,0.219529,0.117890,-0.795088
0.342449,0.223475,0.138787,-0.821123
0.347869,0.231584,0.168622,-0.792388
0.349372,0.245222,0.220166,-0.774278
0.352737,0.004264,-0.705033,-0.029139
0.357192,0.011331,-0.672130,-0.074440
0.352672,0.024992,-0.687988,-0.169220
0.359011,0.031460,-0.637325,-0.200869
0.352704,0.045827,-0.646396,-0.303016
0.351602,0.057176,-0.621193,-0.374553
0.357401,0.060528,-0.577902,-0.375877
0.354677,0.073783,-0.548127,-0.455804
0.351638,0.088676,-0.504177,-0.540864
0.354790,0.093651,-0.468901,-0.549812
0.350490,0.102388,-0.448132,-0.605636
0.350010,0.110869,-0.409827,-0.640679
0.355021,0.125474,-0.323000,-0.664776
0.351024,0.133773,-0.293373,-0.707446
0.350205,0.141408,-0.256758,-0.730193
0.356238,0.153536,-0.184503,-0.724640
0.355266,0.165523,-0.128162,-0.747627
0.355726,0.171627,-0.098430,-0.752645
0.356463,0.186880,-0.026709,-0.761592
0.355399,0.199418,0.029350,-0.770884
0.352857,0.208189,0.067869,-0.782222
0.358777,0.211003,0.079192,-0.756696
0.350738,0.228306,0.153325,-0.783153
0.354746,0.230281,0.158633,-0.765954
0.354048,0.245024,0.214942,-0.757242
0.364978,0.008226,-0.624333,-0.050706
0.368980,0.017501,-0.594349,-0.104043
0.365301,0.028601,-0.603600,-0.173878
0.362072,0.039114,-0.604906,-0.241539
0.367333,0.045682,-0.561385,-0.268135
0.363390,0.059288,-0.549083,-0.351684
0.363908,0.066219,-0.526099,-0.386220
0.369122,0.077374,-0.465799,-0.423500
0.366983,0.083419,-0.454992,-0.457816
0.362871,0.090256,-0.447791,-0.502575
0.361204,0.102991,-0.403376,-0.560751
0.364643,0.115889,-0.336626,-0.591535
0.363366,0.125477,-0.298742,-0.626328
0.363190,0.139752,-0.235019,-0.663968
0.363834,0.140571,-0.229840,-0.662917
0.362965,0.151007,-0.184167,-0.688438
0.366408,0.166937,-0.107143,-0.698155
0.360236,0.176490,-0.071280,-0.736570
0.361451,0.183826,-0.037282,-0.737172
0.369772,0.191715,0.001733,-0.706616
0.365308,0.207237,0.063715,-0.729903
0.360878,0.210183,0.075645,-0.748062
0.361509,0.226182,0.139246,-0.741797
0.362667,0.237105,0.179526,-0.731860
0.362941,0.247157,0.214987,-0.723867
0.379352,0.004242,-0.541942,-0.023307
0.377957,0.017711,-0.543152,-0.097979
0.370047,0.026805,-0.578318,-0.157044
0.377344,0.031598,-0.531551,-0.173977
0.379600,0.047553,-0.493221,-0.252810
0.373324,0.059918,-0.496541,-0.328345
0.371133,0.066009,-0.490882,-0.363984
0.375083,0.070671,-0.459043,-0.374698
0.376405,0.087800,-0.400461,-0.444252
0.376121,0.093929,-0.380893,-0.469234
0.371671,0.100623,-0.373529,-0.510392
0.372432,0.116339,-0.310092,-0.560837
0.376864,0.126799,-0.255782,-0.573499
0.375363,0.136597,-0.220231,-0.604207
0.374303,0.145476,-0.186013,-0.628129
0.377814,0.153448,-0.146586,-0.628969
0.375145,0.168526,-0.089022,-0.663012
0.377248,0.171217,-0.075411,-0.657811
0.375920,0.189177,-0.004665,-0.680190
0.377399,0.197891,0.030243,-0.679456
0.371583,0.208937,0.071151,-0.705256
0.373823,0.216786,0.101049,-0.697179
0.376236,0.224018,0.127199,-0.687782
0.372429,0.236185,0.171170,-0.697649
0.378997,0.244791,0.196954,-0.671680
0.384314,0.003059,-0.515399,-0.016164
0.381656,0.014386,-0.525408,-0.077412
0.388244,0.020405,-0.486925,-0.104028
0.381249,0.036765,-0.503637,-0.195386
0.380258,0.043763,-0.497042,-0.232577
0.384846,0.059464,-0.443041,-0.298553
0.384296,0.060440,-0.443322,-0.304245
0.383381,0.071642,-0.419559,-0.356110
0.384390,0.085051,-0.377470,-0.408290
0.381563,0.090584,-0.371246,-0.438380
0.385227,0.101777,-0.321535,-0.466676
0.387486,0.118967,-0.255680,-0.512312
0.381190,0.127258,-0.242519,-0.557959
0.384566,0.134358,-0.207260,-0.562908
0.382330,0.143018,-0.179195,-0.590800
0.388016,0.158373,-0.110110,-0.597603
0.380065,0.162286,-0.107412,-0.634389
0.383098,0.170897,-0.069467,-0.634292
0.388630,0.184818,-0.011183,-0.628291
0.386520,0.199578,0.041020,-0.646295
0.389387,0.205984,0.065039,-0.639001
0.388118,0.210948,0.081893,-0.645047
0.386262,0.224046,0.126487,-0.653000
0.380771,0.232644,0.156209,-0.670333
0.387485,0.249495,0.207729,-0.642925
0.392662,0.005400,-0.472315,-0.026751
0.394912,0.015887,-0.457158,-0.077136
0.398971,0.027430,-0.429086,-0.128360
0.397887,0.035826,-0.424748,-0.167893
0.397490,0.047015,-0.410443,-0.218432
0.394372,0.055981,-0.408054,-0.263100
0.390216,0.062707,-0.411957,-0.300868
0.393818,0.074951,-0.368105,-0.342851
0.395575,0.087626,-0.328274,-0.385884
0.391198,0.093055,-0.328313,-0.417700
0.397515,0.102839,-0.278088,-0.431469
0.390202,0.118176,-0.250768,-0.500676
0.392246,0.126738,-0.215876,-0.516535
0.399993,0.139537,-0.154457,-0.519882
0.399636,0.142375,-0.145695,-0.526956
0.390548,0.154496,-0.120224,-0.581744
0.393583,0.165914,-0.074086,-0.588606
0.397118,0.176394,-0.032599,-0.589441
0.395018,0.182723,-0.012722,-0.603458
0.391993,0.194357,0.025671,-0.623684
0.396740,0.203182,0.058770,-0.612605
0.390635,0.218019,0.106517,-0.637926
0.398801,0.220938,0.117298,-0.611818
0.393178,0.230157,0.146196,-0.630149
0.396458,0.242498,0.183679,-0.618275
0.407545,0.007098,-0.402286,-0.031437
0.407033,0.010124,-0.403703,-0.044983
0.406014,0.029298,-0.395840,-0.129966
0.401666,0.030781,-0.413520,-0.140838
0.406519,0.040751,-0.380762,-0.178376
0.407724,0.054649,-0.355105,-0.233420
0.402766,0.069166,-0.346721,-0.299649
0.401557,0.079153,-0.328471,-0.339811
0.408805,0.081293,-0.297722,-0.330324
0.405045,0.096695,-0.271716,-0.390727
0.409167,0.109266,-0.224982,-0.416939
0.400039,0.118565,-0.222478,-0.469503
0.407065,0.124260,-0.186908,-0.462461
0.406356,0.133981,-0.158659,-0.487311
0.401216,0.144858,-0.134229,-0.526622
0.409142,0.152368,-0.095242,-0.514736
0.400315,0.167029,-0.060809,-0.566633
0.406817,0.172948,-0.032620,-0.552760
0.409684,0.185308,0.010107,-0.557171
0.408557,0.197336,0.047019,-0.570735
0.407705,0.208699,0.081880,-0.580050
0.404784,0.214667,0.099169,-0.591497
0.404040,0.227819,0.139182,-0.596560
0.407604,0.231758,0.151095,-0.586313
0.407978,0.246165,0.191994,-0.584477
0.410539,0.006262,-0.389363,-0.027138
0.416457,0.018827,-0.359587,-0.077879
0.413004,0.022221,-0.371791,-0.094084
0.417010,0.038237,-0.341125,-0.155558
0.412564,0.048585,-0.345437,-0.201922
0.416161,0.059933,-0.314021,-0.239428
0.416067,0.068385,-0.299315,-0.270048
0.418387,0.075694,-0.277154,-0.290719
0.415479,0.084285,-0.268623,-0.325234
0.412917,0.099491,-0.240243,-0.378707
0.414418,0.106470,-0.217861,-0.394925
0.417388,0.117615,-0.180318,-0.416481
0.415183,0.124377,-0.167002,-0.439030
0.416919,0.131518,-0.142790,-0.450352
0.412343,0.143786,-0.116020,-0.489091
0.411806,0.153486,-0.087175,-0.508311
0.418724,0.167450,-0.034190,-0.508586
0.416097,0.173983,-0.017954,-0.524919
0.414722,0.183802,0.010402,-0.540048
0.417109,0.199184,0.058671,-0.546013
0.410916,0.202631,0.064964,-0.566903
0.419129,0.210228,0.092041,-0.546823
0.412003,0.223696,0.128287,-0.572373
0.415944,0.231005,0.149778,-0.562509
0.415149,0.243044,0.182721,-0.565213
0.422198,0.006990,-0.340818,-0.027850
0.424360,0.015190,-0.329763,-0.059479
0.426240,0.023266,-0.318281,-0.089597
0.426249,0.031456,-0.312222,-0.120536
0.426523,0.043949,-0.298724,-0.166368
0.425339,0.052434,-0.292264,-0.198350
0.427403,0.062087,-0.270931,-0.228807
0.424148,0.078294,-0.253180,-0.287868
0.425849,0.084145,-0.236236,-0.302773
0.423858,0.096640,-0.215231,-0.344032
0.420784,0.104752,-0.204629,-0.374005
0.426278,0.114228,-0.166979,-0.385108
0.428248,0.120221,-0.147383,-0.394573
0.425392,0.133014,-0.120589,-0.430155
0.422847,0.146122,-0.089538,-0.462705
0.428043,0.159393,-0.043875,-0.470259
0.422125,0.169276,-0.024262,-0.501041
0.427956,0.176430,0.003351,-0.493349
0.429398,0.182325,0.021311,-0.495917
0.423066,0.190158,0.037159,-0.521412
0.426545,0.202819,0.075572,-0.521541
0.425018,0.215121,0.108585,-0.532691
0.424673,0.229136,0.146315,-0.538412
0.422985,0.237258,0.167519,-0.544208
0.424107,0.241941,0.179783,-0.541608
0.430188,0.007720,-0.309760,-0.029074
0.430459,0.015367,-0.306432,-0.057650
0.436241,0.020482,-0.283010,-0.073689
0.431252,0.035235,-0.290573,-0.130053
0.435103,0.041485,-0.271046,-0.148379
0.433756,0.052171,-0.263477,-0.186354
0.430853,0.064144,-0.256235,-0.230275
0.431907,0.070647,-0.242333,-0.249524
0.435895,0.086765,-0.201487,-0.290785
0.438214,0.092473,-0.184059,-0.302159
0.433794,0.100163,-0.180164,-0.331787
0.438331,0.119564,-0.125998,-0.368962
0.431201,0.121595,-0.137215,-0.390423
0.434301,0.133075,-0.102207,-0.407287
0.436766,0.141688,-0.075957,-0.417636
0.433798,0.159268,-0.035548,-0.454517
0.434789,0.165660,-0.017216,-0.461065
0.431119,0.171137,-0.007373,-0.478161
0.432072,0.185499,0.032738,-0.491877
0.434455,0.197615,0.067295,-0.496326
0.431090,0.204525,0.083254,-0.510303
0.437093,0.213900,0.111339,-0.500184
0.438044,0.226403,0.143192,-0.503275
0.433003,0.237783,0.170158,-0.518678
0.432068,0.241471,0.179175,-0.521480
0.446381,0.007434,-0.252176,-0.025061
0.448096,0.015407,-0.244403,-0.051251
0.445787,0.020682,-0.249950,-0.069737
0.442048,0.036004,-0.252522,-0.123402
0.448365,0.040530,-0.228108,-0.132721
0.440714,0.056210,-0.235594,-0.190743
0.445527,0.067347,-0.205799,-0.218370
0.441068,0.078062,-0.202212,-0.256598
0.441398,0.089739,-0.180643,-0.288691
0.449524,0.092088,-0.155027,-0.280128
0.440807,0.102327,-0.157579,-0.322684
0.443315,0.111010,-0.133458,-0.338470
0.447341,0.128743,-0.086337,-0.367969
0.440260,0.136374,-0.082486,-0.399157
0.441879,0.144000,-0.061124,-0.409174
0.443696,0.156151,-0.028534,-0.424609
0.446484,0.165661,-0.001330,-0.431414
0.444993,0.178663,0.028772,-0.451111
0.441812,0.181754,0.033029,-0.462475
0.446233,0.192041,0.063058,-0.461572
0.441875,0.205681,0.093465,-0.483141
0.441759,0.214455,0.115233,-0.488761
0.448774,0.225523,0.145152,-0.477141
0.443499,0.236775,0.169805,-0.493122
0.446492,0.244987,0.189327,-0.487783
0.459173,0.007494,-0.210871,-0.023209
0.455269,0.016622,-0.220805,-0.052705
0.456917,0.026527,-0.211259,-0.082865
0.455467,0.039893,-0.206635,-0.124743
0.450991,0.042305,-0.218303,-0.135956
0.451714,0.057079,-0.200832,-0.179990
0.453476,0.063524,-0.187853,-0.196570
0.452882,0.070704,-0.179967,-0.217618
0.455495,0.081652,-0.156852,-0.243314
0.456236,0.095072,-0.133154,-0.275857
0.457145,0.100351,-0.121808,-0.286815
0.453082,0.119218,-0.094881,-0.336347
0.455361,0.120338,-0.087898,-0.334057
0.455681,0.138013,-0.050493,-0.367136
0.450340,0.148934,-0.035243,-0.397502
0.457872,0.154645,-0.010709,-0.389403
0.455147,0.163782,0.005918,-0.408480
0.452539,0.179243,0.038586,-0.433528
0.456545,0.184828,0.055822,-0.430139
0.450361,0.191553,0.065619,-0.451126
0.452855,0.201189,0.090527,-0.453304
0.450204,0.216469,0.124648,-0.469501
0.452358,0.227154,0.150365,-0.469543
0.452110,0.239298,0.177654,-0.474031
0.455940,0.244447,0.189803,-0.466795
0.460241,0.006294,-0.207745,-0.019361
0.468569,0.012475,-0.181743,-0.036326
0.469352,0.021959,-0.176463,-0.063436
0.461630,0.037621,-0.190016,-0.113219
0.461494,0.049914,-0.180059,-0.148849
0.460300,0.053832,-0.179561,-0.161154
0.465042,0.068590,-0.149923,-0.195980
0.463065,0.072185,-0.150532,-0.207869
0.462012,0.080688,-0.141558,-0.231139
0.465888,0.094911,-0.110661,-0.259580
0.464338,0.107323,-0.093437,-0.289807
0.462374,0.112893,-0.087646,-0.305149
0.467981,0.124662,-0.054784,-0.318145
0.467280,0.137066,-0.032317,-0.341686
0.467566,0.140430,-0.025210,-0.346766
0.469936,0.151599,0.000773,-0.359508
0.465040,0.161870,0.015060,-0.384133
0.460123,0.179020,0.046449,-0.415879
0.466183,0.184276,0.064401,-0.408146
0.461833,0.191133,0.075174,-0.424308
0.464788,0.202720,0.103102,-0.427554
0.463620,0.218644,0.136851,-0.440495
0.467783,0.220530,0.143122,-0.432647
0.464500,0.239267,0.180995,-0.447339
0.466682,0.242514,0.188319,-0.443771
0.476357,0.006133,-0.160708,-0.017016
0.473369,0.019646,-0.165959,-0.055374
0.477533,0.024304,-0.152697,-0.066611
0.477205,0.035566,-0.147816,-0.097101
0.476293,0.046545,-0.142570,-0.126799
0.478437,0.052675,-0.131945,-0.140860
0.474530,0.061185,-0.133813,-0.166210
0.471134,0.077542,-0.123247,-0.210866
0.478317,0.084422,-0.097407,-0.217663
0.476553,0.096119,-0.085055,-0.246014
0.472261,0.103098,-0.083555,-0.267539
0.472476,0.115756,-0.062103,-0.293018
0.474540,0.121080,-0.048942,-0.299635
0.479267,0.134402,-0.017142,-0.314805
0.475636,0.149634,0.005339,-0.345424
0.476835,0.159047,0.025203,-0.356382
0.472609,0.167841,0.037227,-0.376134
0.470358,0.178535,0.056635,-0.393233
0.479230,0.182861,0.074791,-0.379792
0.479716,0.190209,0.089784,-0.385985
0.475907,0.203487,0.113167,-0.404811
0.472931,0.216383,0.137432,-0.419618
0.479542,0.229443,0.166971,-0.413298
0.478656,0.232359,0.172249,-0.416310
0.471723,0.241131,0.186993,-0.433190
0.482367,0.000070,-0.144668,-0.000187
0.485688,0.014354,-0.134219,-0.037520
0.482142,0.026282,-0.139545,-0.069932
0.487839,0.032896,-0.121754,-0.084236
0.485137,0.047967,-0.118937,-0.123602
0.480935,0.059157,-0.119804,-0.154820
0.481833,0.060980,-0.115862,-0.158423
0.480297,0.077445,-0.101639,-0.199202
0.482412,0.085095,-0.087372,-0.213873
0.487549,0.091018,-0.068713,-0.220006
0.487199,0.104566,-0.050910,-0.247899
0.482312,0.113134,-0.047438,-0.271773
0.481791,0.120263,-0.036948,-0.285874
0.480308,0.138396,-0.008313,-0.319454
0.481399,0.146292,0.007647,-0.329689
0.485251,0.151113,0.021964,-0.329708
0.483800,0.166782,0.048897,-0.352969
0.485396,0.179091,0.073922,-0.363956
0.487161,0.188999,0.094380,-0.370494
0.488237,0.196894,0.110182,-0.375473
0.484616,0.200026,0.113150,-0.384922
0.481472,0.215117,0.140122,-0.401786
0.486764,0.224939,0.161924,-0.397300
0.482744,0.235539,0.180043,-0.409777
0.483031,0.240819,0.190104,-0.411215
0.495826,0.001739,-0.110121,-0.004280
0.492149,0.018660,-0.116630,-0.046827
0.499884,0.020567,-0.097240,-0.049227
0.494389,0.037181,-0.103381,-0.091273
0.494702,0.049590,-0.094750,-0.120449
0.493802,0.052869,-0.094399,-0.128755
0.492383,0.067413,-0.084974,-0.163239
0.494964,0.077194,-0.069346,-0.182017
0.490108,0.088834,-0.066140,-0.212202
0.497282,0.094107,-0.045111,-0.213979
0.491385,0.100940,-0.047802,-0.234972
0.497885,0.113512,-0.018367,-0.249323
0.490991,0.123728,-0.015198,-0.277264
0.492880,0.134232,0.004558,-0.291479
0.499547,0.140347,0.024400,-0.290141
0.497759,0.153686,0.043487,-0.311608
0.496012,0.164826,0.060144,-0.328618
0.495653,0.171156,0.070716,-0.336613
0.496257,0.186182,0.097829,-0.351201
0.498345,0.194708,0.114793,-0.355235
0.498778,0.202140,0.128235,-0.360548
0.496501,0.215590,0.150471,-0.374074
0.499961,0.223122,0.165802,-0.372475
0.495277,0.232871,0.180546,-0.385665
0.491956,0.246876,0.204097,-0.396946
0.492852,0.252456,0.214173,-0.396984
0.496456,0.263471,0.233846,-0.393255
0.498856,0.279690,0.260762,-0.391251
0.491486,0.281826,0.263955,-0.403317
0.494862,0.293451,0.282623,-0.397631
0.493059,0.300690,0.294097,-0.399844
0.495051,0.313716,0.313551,-0.394886
0.490534,0.321691,0.326276,-0.399796
0.499103,0.337183,0.345681,-0.383577
0.496923,0.345085,0.356851,-0.384004
0.493259,0.355824,0.372082,-0.384793
0.490037,0.364254,0.384035,-0.385268
0.491446,0.375614,0.397087,-0.378301
0.496001,0.384368,0.404918,-0.368891
0.494839,0.390160,0.411872,-0.367324
0.495607,0.406722,0.428797,-0.357906
0.499815,0.410162,0.429979,-0.351912
0.493910,0.423653,0.446067,-0.350121
0.490508,0.434772,0.458090,-0.346618
